datetime,open,high,low,close,tick_volume,real_volume,spread
2020.01.02 01:00:00,1518.130000,1521.220000,1518.110000,1518.410000,7439,0,0
2020.01.02 02:00:00,1518.460000,1519.350000,1518.120000,1518.610000,6197,0,0
2020.01.02 03:00:00,1518.600000,1520.900000,1517.220000,1519.400000,16401,0,0
2020.01.02 04:00:00,1519.410000,1520.960000,1518.440000,1520.640000,8961,0,0
2020.01.02 05:00:00,1520.640000,1521.200000,1519.850000,1520.370000,5737,0,0
2020.01.02 06:00:00,1520.370000,1520.450000,1519.440000,1519.440000,3229,0,0
2020.01.02 07:00:00,1519.430000,1520.430000,1519.040000,1520.300000,6894,0,0
2020.01.02 08:00:00,1520.290000,1521.020000,1519.330000,1521.020000,9470,0,0
2020.01.02 09:00:00,1521.010000,1521.450000,1519.130000,1519.210000,13288,0,0
2020.01.02 10:00:00,1519.210000,1521.040000,1518.480000,1520.820000,21072,0,0
2020.01.02 11:00:00,1520.820000,1521.430000,1519.620000,1520.710000,13393,0,0
2020.01.02 12:00:00,1520.720000,1521.440000,1519.710000,1521.270000,10075,0,0
2020.01.02 13:00:00,1521.270000,1522.490000,1521.200000,1521.990000,9964,0,0
2020.01.02 14:00:00,1521.990000,1523.690000,1521.600000,1523.140000,10145,0,0
2020.01.02 15:00:00,1523.140000,1529.070000,1522.740000,1528.110000,33960,0,0
2020.01.02 16:00:00,1528.100000,1530.580000,1525.640000,1526.370000,42003,0,0
2020.01.02 17:00:00,1526.370000,1531.390000,1525.910000,1529.180000,44746,0,0
2020.01.02 18:00:00,1529.220000,1529.280000,1525.290000,1525.560000,26770,0,0
2020.01.02 19:00:00,1525.570000,1526.100000,1522.810000,1525.290000,21398,0,0
2020.01.02 20:00:00,1525.280000,1526.580000,1524.930000,1526.380000,13182,0,0
2020.01.02 21:00:00,1526.360000,1526.970000,1525.590000,1526.800000,9633,0,0
2020.01.02 22:00:00,1526.780000,1528.620000,1526.510000,1528.380000,12026,0,0
2020.01.02 23:00:00,1528.380000,1529.070000,1527.970000,1529.070000,4243,0,0
2020.01.03 01:00:00,1528.590000,1529.180000,1527.980000,1528.780000,3938,0,0
2020.01.03 02:00:00,1528.800000,1530.670000,1528.790000,1530.570000,7117,0,0
2020.01.03 03:00:00,1530.560000,1535.830000,1529.960000,1534.990000,21883,0,0
2020.01.03 04:00:00,1534.980000,1541.130000,1532.660000,1538.370000,46255,0,0
2020.01.03 05:00:00,1538.370000,1540.620000,1537.810000,1538.640000,21753,0,0
2020.01.03 06:00:00,1538.640000,1539.680000,1537.450000,1538.820000,11211,0,0
2020.01.03 07:00:00,1538.800000,1543.880000,1538.290000,1541.470000,27436,0,0
2020.01.03 08:00:00,1541.470000,1542.620000,1541.050000,1541.250000,14418,0,0
2020.01.03 09:00:00,1541.260000,1544.000000,1540.170000,1543.480000,28432,0,0
2020.01.03 10:00:00,1543.480000,1545.420000,1542.950000,1544.290000,30770,0,0
2020.01.03 11:00:00,1544.300000,1550.450000,1544.170000,1546.890000,29819,0,0
2020.01.03 12:00:00,1546.890000,1549.650000,1545.350000,1548.550000,26475,0,0
2020.01.03 13:00:00,1548.560000,1551.560000,1547.940000,1549.430000,22183,0,0
2020.01.03 14:00:00,1549.420000,1550.050000,1545.380000,1546.470000,25477,0,0
2020.01.03 15:00:00,1546.470000,1547.410000,1540.940000,1546.320000,46198,0,0
2020.01.03 16:00:00,1546.340000,1548.140000,1544.130000,1546.050000,58831,0,0
2020.01.03 17:00:00,1546.030000,1551.100000,1546.030000,1548.890000,61931,0,0
2020.01.03 18:00:00,1548.890000,1550.510000,1547.600000,1548.320000,26110,0,0
2020.01.03 19:00:00,1548.320000,1548.920000,1547.020000,1548.840000,14692,0,0
2020.01.03 20:00:00,1548.810000,1553.560000,1548.400000,1549.560000,28090,0,0
2020.01.03 21:00:00,1549.570000,1549.890000,1546.250000,1547.900000,25163,0,0
2020.01.03 22:00:00,1547.960000,1549.120000,1546.930000,1549.070000,17291,0,0
2020.01.03 23:00:00,1549.070000,1552.120000,1548.640000,1551.870000,6140,0,0
2020.01.06 01:00:00,1559.760000,1587.810000,1559.580000,1569.220000,54641,0,0
2020.01.06 02:00:00,1569.230000,1570.950000,1567.100000,1569.530000,32005,0,0
2020.01.06 03:00:00,1569.530000,1580.080000,1568.880000,1577.810000,51568,0,0
2020.01.06 04:00:00,1577.820000,1578.080000,1575.270000,1577.570000,18777,0,0
2020.01.06 05:00:00,1577.560000,1579.540000,1576.870000,1578.130000,12848,0,0
2020.01.06 06:00:00,1578.110000,1578.330000,1574.910000,1576.130000,13125,0,0
2020.01.06 07:00:00,1576.120000,1577.380000,1573.510000,1574.970000,15837,0,0
2020.01.06 08:00:00,1574.970000,1577.830000,1573.660000,1574.440000,23152,0,0
2020.01.06 09:00:00,1574.420000,1575.230000,1570.220000,1574.220000,30694,0,0
2020.01.06 10:00:00,1574.210000,1576.540000,1571.360000,1575.680000,43631,0,0
2020.01.06 11:00:00,1575.670000,1578.050000,1574.280000,1577.280000,28188,0,0
2020.01.06 12:00:00,1577.280000,1577.700000,1575.130000,1577.630000,18056,0,0
2020.01.06 13:00:00,1577.620000,1579.450000,1576.150000,1578.870000,19206,0,0
2020.01.06 14:00:00,1578.860000,1579.050000,1576.140000,1576.700000,22982,0,0
2020.01.06 15:00:00,1576.720000,1577.730000,1571.460000,1574.300000,43597,0,0
2020.01.06 16:00:00,1574.310000,1576.680000,1572.620000,1572.940000,58726,0,0
