datetime,open,high,low,close,tick_volume,real_volume,spread
2020.01.02 00:00:00,1.121220,1.122450,1.120810,1.122100,13105,0,50
2020.01.02 04:00:00,1.122090,1.122460,1.120090,1.120440,9251,0,50
2020.01.02 08:00:00,1.120440,1.121400,1.120120,1.120300,23092,0,50
2020.01.02 12:00:00,1.120310,1.120390,1.118300,1.119630,25249,0,50
2020.01.02 16:00:00,1.119620,1.120310,1.116350,1.116990,43584,0,50
2020.01.02 20:00:00,1.117000,1.117340,1.116370,1.117250,16472,0,50
2020.01.03 00:00:00,1.117190,1.117850,1.116900,1.117360,6893,0,50
2020.01.03 04:00:00,1.117360,1.117750,1.116440,1.116640,14547,0,50
2020.01.03 08:00:00,1.116640,1.117150,1.114010,1.114020,33027,0,50
2020.01.03 12:00:00,1.114020,1.114880,1.112500,1.113810,31135,0,50
2020.01.03 16:00:00,1.113800,1.117990,1.113530,1.117210,38017,0,50
2020.01.03 20:00:00,1.117200,1.117330,1.115220,1.115580,19810,0,50
2020.01.06 00:00:00,1.116380,1.116840,1.115850,1.116280,13458,0,50
2020.01.06 04:00:00,1.116290,1.117100,1.116060,1.116240,8847,0,50
2020.01.06 08:00:00,1.116250,1.119370,1.115720,1.119330,27495,0,50
2020.01.06 12:00:00,1.119320,1.120550,1.118990,1.119770,25272,0,50
2020.01.06 16:00:00,1.119760,1.120020,1.118100,1.119500,26276,0,50
2020.01.06 20:00:00,1.119510,1.119910,1.118800,1.119690,10607,0,50
2020.01.07 00:00:00,1.119310,1.119750,1.118920,1.119350,8415,0,50
2020.01.07 04:00:00,1.119340,1.119450,1.118280,1.118300,6065,0,50
2020.01.07 08:00:00,1.118310,1.118970,1.117250,1.118460,32800,0,50
2020.01.07 12:00:00,1.118440,1.118610,1.115470,1.115610,33926,0,50
2020.01.07 16:00:00,1.115600,1.116230,1.113360,1.114250,34499,0,50
2020.01.07 20:00:00,1.114240,1.115220,1.114140,1.115180,13290,0,50
2020.01.08 00:00:00,1.115170,1.116830,1.114420,1.115570,36158,0,50
2020.01.08 04:00:00,1.115580,1.116130,1.114510,1.114910,21180,0,50
2020.01.08 08:00:00,1.114910,1.115490,1.112530,1.113830,41791,0,50
